last update: Sun May 01 2016 00:08:15 GMT+0800 (HKT)

order	team	score	std
0	[254]	911	100
1	[1718]	883	96
2	[195]	866	94
3	[694]	852	92
4	[1519]	851	92
5	[1241]	848	91
6	[2122]	840	90
7	[2056]	836	90
8	[2590]	828	89
9	[1690]	826	88
10	[1678]	822	88
11	[148]	820	88
12	[2052]	816	87
13	[230]	796	84
14	[1918]	794	84
15	[708]	790	84
16	[330]	782	82
17	[3641]	781	82
18	[217]	781	82
19	[3546]	778	82
20	[133]	773	81
21	[5172]	772	81
22	[341]	771	81
23	[2481]	766	80
24	[5406]	762	80
25	[4334]	755	79
26	[364]	751	78
27	[4678]	746	78
28	[67]	743	77
29	[1501]	739	77
30	[5895]	738	77
31	[3683]	735	76
32	[1425]	733	76
33	[2823]	730	75
34	[3476]	729	75
35	[294]	728	75
36	[225]	727	75
37	[3538]	724	75
38	[379]	717	74
39	[4564]	715	73
40	[166]	715	73
41	[1731]	714	73
42	[5460]	714	73
43	[987]	713	73
44	[971]	713	73
45	[1024]	710	73
46	[3339]	708	72
47	[365]	708	72
48	[1986]	706	72
49	[910]	700	71
50	[3620]	700	71
51	[33]	700	71
52	[558]	699	71
53	[876]	696	71
54	[868]	696	71
55	[27]	696	71
56	[118]	695	71
57	[2137]	692	70
58	[525]	692	70
59	[1323]	690	70
60	[1806]	688	70
61	[2834]	687	70
62	[639]	686	69
63	[2013]	685	69
64	[179]	684	69
65	[1619]	682	69
66	[494]	681	69
67	[3005]	680	69
68	[3539]	678	68
69	[25]	677	68
70	[2557]	677	68
71	[16]	673	68
72	[5050]	670	67
73	[1261]	669	67
74	[4003]	669	67
75	[1756]	666	67
76	[85]	664	66
77	[1305]	663	66
78	[1197]	662	66
79	[3618]	661	66
80	[3357]	660	66
81	[3015]	656	65
82	[5150]	654	65
83	[120]	654	65
84	[4001]	649	64
85	[3481]	649	64
86	[1257]	649	64
87	[4028]	647	64
88	[4561]	643	64
89	[125]	643	64
90	[2451]	643	64
91	[5803]	642	64
92	[2767]	636	63
93	[175]	634	62
94	[360]	634	62
95	[4587]	632	62
96	[842]	631	62
97	[1114]	628	62
98	[1089]	628	62
99	[3238]	628	62
100	[3130]	627	61
101	[4967]	625	61
102	[5546]	623	61
103	[2614]	623	61
104	[3990]	622	61
105	[4488]	622	61
106	[1736]	621	61
107	[1418]	620	61
108	[610]	619	60
109	[359]	619	60
110	[346]	619	60
111	[2474]	619	60
112	[3937]	619	60
113	[4451]	619	60
114	[1640]	619	60
115	[3314]	618	60
116	[2194]	617	60
117	[41]	616	60
118	[2502]	615	60
119	[1538]	615	60
120	[1885]	614	60
121	[2648]	614	60
122	[3284]	614	60
123	[2522]	613	60
124	[5813]	613	60
125	[1023]	610	59
126	[3663]	609	59
127	[20]	608	59
128	[4613]	608	59
129	[2637]	608	59
130	[48]	606	59
131	[193]	606	59
132	[2471]	606	59
133	[3044]	604	58
134	[70]	602	58
135	[176]	600	58
136	[2485]	600	58
137	[233]	600	58
138	[3478]	599	58
139	[5448]	599	58
140	[503]	599	58
141	[4391]	599	58
142	[122]	598	58
143	[5499]	597	57
144	[135]	596	57
145	[229]	596	57
146	[333]	596	57
147	[4103]	596	57
148	[3309]	595	57
149	[1058]	594	57
150	[2035]	593	57
151	[1011]	591	57
152	[303]	590	56
153	[2054]	589	56
154	[5114]	589	56
155	[1747]	589	56
156	[686]	588	56
157	[3360]	587	56
158	[177]	586	56
159	[548]	586	56
160	[573]	586	56
161	[1768]	585	56
162	[1662]	585	56
163	[3042]	584	56
164	[180]	584	56
165	[172]	584	56
166	[869]	582	55
167	[1137]	582	55
168	[5663]	581	55
169	[231]	580	55
170	[2046]	579	55
171	[5254]	578	55
172	[2067]	578	55
173	[2438]	578	55
174	[1625]	577	55
175	[126]	577	55
176	[1099]	576	55
177	[1684]	576	55
178	[329]	575	54
179	[2771]	575	54
180	[5437]	575	54
181	[78]	574	54
182	[228]	573	54
183	[4256]	573	54
184	[3166]	572	54
185	[3419]	570	54
186	[1262]	570	54
187	[2439]	570	54
188	[4253]	570	54
189	[1775]	567	53
190	[3352]	567	53
191	[1712]	567	53
192	[1143]	566	53
193	[2383]	566	53
194	[3574]	566	53
195	[1983]	566	53
196	[4276]	565	53
197	[461]	564	53
198	[2783]	564	53
199	[1477]	564	53
200	[1987]	564	53
201	[245]	563	53
202	[1540]	563	53
203	[858]	562	53
204	[3534]	562	53
205	[2655]	561	53
206	[2393]	560	52
207	[5326]	560	52
208	[2415]	559	52
209	[3970]	558	52
210	[207]	558	52
211	[1676]	557	52
212	[4469]	557	52
213	[2147]	557	52
214	[5166]	556	52
215	[1124]	556	52
216	[74]	556	52
217	[4362]	556	52
218	[3536]	555	52
219	[4242]	555	52
220	[4085]	555	52
221	[45]	555	52
222	[1710]	555	52
223	[3847]	554	52
224	[3245]	553	51
225	[2403]	553	51
226	[3824]	552	51
227	[321]	552	51
228	[5618]	551	51
229	[1481]	551	51
230	[2881]	550	51
231	[4122]	549	51
232	[5907]	548	51
233	[2996]	548	51
234	[4264]	548	51
235	[2586]	547	51
236	[6153]	546	50
237	[263]	546	50
238	[2486]	546	50
239	[57]	546	50
240	[3098]	545	50
241	[5878]	545	50
242	[904]	545	50
243	[4009]	545	50
244	[3504]	545	50
245	[3310]	545	50
246	[834]	545	50
247	[1391]	544	50
248	[295]	543	50
249	[3211]	543	50
250	[2175]	543	50
251	[870]	543	50
252	[272]	543	50
253	[1250]	543	50
254	[1675]	542	50
255	[4468]	541	50
256	[1746]	541	50
257	[1086]	541	50
258	[3932]	540	50
259	[1306]	539	50
260	[5801]	539	50
261	[384]	538	49
262	[4063]	538	49
263	[4329]	537	49
264	[4384]	537	49
265	[2883]	537	49
266	[4550]	537	49
267	[6098]	536	49
268	[5048]	536	49
269	[5167]	536	49
270	[5472]	536	49
271	[4241]	535	49
272	[2974]	535	49
273	[6167]	535	49
274	[999]	535	49
275	[2990]	535	49
276	[191]	535	49
277	[3452]	534	49
278	[5914]	532	49
279	[1796]	531	48
280	[4131]	531	48
281	[5933]	531	48
282	[2619]	531	48
283	[111]	530	48
284	[1153]	530	48
285	[6166]	530	48
286	[3604]	529	48
287	[4499]	529	48
288	[2987]	527	48
289	[4060]	527	48
290	[5832]	527	48
291	[4920]	527	48
292	[123]	527	48
293	[1730]	527	48
294	[1533]	527	48
295	[401]	526	48
296	[3234]	526	48
297	[1310]	526	48
298	[2081]	526	48
299	[4905]	526	48
300	[2468]	525	48
301	[2445]	525	48
302	[5016]	525	48
303	[6086]	525	48
304	[6025]	524	47
305	[2337]	524	47
306	[5199]	523	47
307	[1065]	523	47
308	[2846]	523	47
309	[4911]	521	47
310	[1836]	521	47
311	[5913]	520	47
312	[5518]	520	47
313	[5818]	519	47
314	[5279]	519	47
315	[319]	518	47
316	[4525]	518	47
317	[60]	518	47
318	[4180]	518	47
319	[3147]	518	47
320	[4290]	517	47
321	[1318]	517	47
322	[3770]	516	46
323	[2363]	516	46
324	[5124]	516	46
325	[181]	516	46
326	[1258]	516	46
327	[5842]	515	46
328	[5980]	515	46
329	[3688]	515	46
330	[1559]	515	46
331	[4183]	515	46
332	[3602]	515	46
333	[6221]	514	46
334	[5851]	514	46
335	[3128]	514	46
336	[4377]	514	46
337	[4330]	513	46
338	[5030]	513	46
339	[107]	512	46
340	[4216]	512	46
341	[2733]	512	46
342	[6035]	512	46
343	[423]	512	46
344	[5039]	511	46
345	[1296]	511	46
346	[5098]	510	46
347	[6144]	509	45
348	[1529]	508	45
349	[5712]	507	45
350	[5830]	507	45
351	[4146]	507	45
352	[1511]	507	45
353	[5404]	506	45
354	[5624]	506	45
355	[6171]	505	45
356	[1769]	505	45
357	[68]	505	45
358	[4010]	504	45
359	[1701]	503	45
360	[5872]	503	45
361	[287]	503	45
362	[3637]	503	45
363	[1126]	502	45
364	[5891]	501	44
365	[5450]	500	44
366	[5505]	500	44
367	[2980]	500	44
368	[2168]	500	44
369	[1648]	500	44
370	[2634]	500	44
371	[3039]	500	44
372	[2642]	499	44
373	[5920]	499	44
374	[4930]	499	44
375	[5439]	499	44
376	[3506]	498	44
377	[4534]	498	44
378	[1764]	498	44
379	[3260]	498	44
380	[2638]	498	44
381	[5837]	497	44
382	[4646]	497	44
383	[1723]	497	44
384	[6175]	497	44
385	[1339]	497	44
386	[4405]	496	44
387	[5431]	496	44
388	[836]	496	44
389	[5910]	496	44
390	[5006]	496	44
391	[4519]	495	44
392	[5677]	495	44
393	[279]	494	43
394	[2848]	494	43
395	[4403]	494	43
396	[141]	494	43
397	[3397]	493	43
398	[103]	493	43
399	[3930]	493	43
400	[5924]	493	43
401	[3853]	492	43
402	[1671]	492	43
403	[812]	492	43
404	[5996]	492	43
405	[2341]	492	43
406	[2978]	491	43
407	[2064]	491	43
408	[5804]	491	43
409	[4159]	490	43
410	[1510]	490	43
411	[5816]	489	43
412	[4536]	489	43
413	[5900]	489	43
414	[5726]	489	43
415	[1325]	489	43
416	[3880]	488	43
417	[3656]	488	43
418	[339]	488	43
419	[4450]	487	42
420	[5053]	487	42
421	[6193]	487	42
422	[5811]	487	42
423	[5885]	487	42
424	[4188]	487	42
425	[3490]	487	42
426	[5926]	486	42
427	[4945]	486	42
428	[8]	486	42
429	[6219]	486	42
430	[188]	486	42
431	[5401]	486	42
432	[1389]	486	42
433	[498]	485	42
434	[6220]	483	42
435	[5686]	483	42
436	[4931]	483	42
437	[6134]	483	42
438	[4508]	483	42
439	[4087]	482	42
440	[2935]	482	42
441	[1311]	482	42
442	[771]	481	42
443	[670]	481	42
444	[3019]	481	42
445	[3230]	481	42
446	[5854]	480	42
447	[597]	480	42
448	[4547]	480	42
449	[5817]	479	41
450	[3414]	479	41
451	[1923]	479	41
452	[5822]	478	41
453	[746]	478	41
454	[3324]	478	41
455	[5839]	478	41
456	[3135]	477	41
457	[1208]	477	41
458	[1902]	477	41
459	[2526]	477	41
460	[1732]	476	41
461	[5274]	475	41
462	[3018]	475	41
463	[6012]	475	41
464	[4026]	475	41
465	[2202]	475	41
466	[4039]	475	41
467	[3132]	474	41
468	[422]	474	41
469	[6032]	472	40
470	[540]	472	40
471	[5930]	472	40
472	[5976]	472	40
473	[4125]	471	40
474	[2761]	471	40
475	[4607]	471	40
476	[236]	471	40
477	[4625]	470	40
478	[190]	469	40
479	[5805]	468	40
480	[5855]	468	40
481	[4740]	468	40
482	[4061]	468	40
483	[1218]	468	40
484	[623]	467	40
485	[5232]	467	40
486	[5034]	466	40
487	[1991]	466	40
488	[4590]	466	40
489	[4744]	466	40
490	[3102]	465	39
491	[5846]	465	39
492	[5084]	464	39
493	[6075]	463	39
494	[3925]	462	39
495	[5690]	462	39
496	[5679]	461	39
497	[88]	461	39
498	[2405]	461	39
499	[3533]	460	39
500	[4135]	460	39
501	[6070]	460	39
502	[3158]	459	39
503	[1860]	459	39
504	[6055]	459	39
505	[5858]	459	39
506	[4761]	459	39
507	[955]	458	39
508	[5572]	458	39
509	[5410]	456	38
510	[1159]	456	38
511	[604]	454	38
512	[1073]	454	38
513	[5012]	453	38
514	[5870]	453	38
515	[932]	453	38
516	[3374]	453	38
517	[5834]	452	38
518	[1629]	452	38
519	[4013]	452	38
520	[1665]	451	38
521	[5024]	451	38
522	[2212]	451	38
523	[3926]	450	37
524	[839]	450	37
525	[5417]	449	37
526	[5827]	448	37
