last update: Sun May 01 2016 00:23:33 GMT+0800 (HKT)

order	team	score	std
0	[254]	911	100
1	[67]	911	100
2	[1718]	883	96
3	[195]	866	94
4	[1678]	862	93
5	[2056]	856	93
6	[694]	852	92
7	[1519]	851	92
8	[148]	850	92
9	[1241]	848	91
10	[2122]	840	90
11	[1690]	838	90
12	[2590]	828	89
13	[217]	827	89
14	[2052]	816	87
15	[230]	806	86
16	[364]	799	85
17	[1918]	794	84
18	[708]	790	84
19	[133]	789	83
20	[4678]	782	82
21	[3546]	778	82
22	[3476]	773	81
23	[5172]	772	81
24	[341]	771	81
25	[5895]	766	80
26	[3641]	763	80
27	[4334]	755	79
28	[3130]	753	79
29	[5406]	747	78
30	[1501]	739	77
31	[1024]	736	76
32	[3683]	735	76
33	[1425]	733	76
34	[2823]	730	75
35	[294]	728	75
36	[225]	727	75
37	[1806]	727	75
38	[3538]	724	75
39	[876]	722	74
40	[2451]	721	74
41	[379]	717	74
42	[166]	715	73
43	[4564]	715	73
44	[5460]	714	73
45	[1731]	714	73
46	[33]	714	73
47	[987]	713	73
48	[971]	713	73
49	[910]	710	73
50	[3339]	708	72
51	[365]	708	72
52	[1986]	706	72
53	[3005]	704	72
54	[1756]	702	72
55	[3620]	700	71
56	[2834]	699	71
57	[558]	699	71
58	[3539]	699	71
59	[868]	696	71
60	[27]	696	71
61	[118]	695	71
62	[2557]	695	71
63	[525]	692	70
64	[2137]	692	70
65	[1323]	690	70
66	[2013]	685	69
67	[179]	684	69
68	[1619]	682	69
69	[494]	681	69
70	[25]	677	68
71	[639]	677	68
72	[1305]	675	68
73	[16]	673	68
74	[5050]	670	67
75	[4003]	669	67
76	[1261]	669	67
77	[85]	664	66
78	[1197]	662	66
79	[3618]	661	66
80	[2481]	661	66
81	[3357]	660	66
82	[3015]	656	65
83	[5150]	654	65
84	[1257]	651	65
85	[4001]	649	64
86	[3481]	649	64
87	[4028]	647	64
88	[4561]	643	64
89	[125]	643	64
90	[5803]	642	64
91	[233]	640	63
92	[2767]	636	63
93	[360]	634	62
94	[2648]	634	62
95	[175]	634	62
96	[4587]	632	62
97	[842]	631	62
98	[3238]	628	62
99	[1089]	628	62
100	[1114]	628	62
101	[4967]	625	61
102	[5546]	623	61
103	[2614]	623	61
104	[4488]	622	61
105	[3990]	622	61
106	[1736]	621	61
107	[330]	620	61
108	[1418]	620	61
109	[3937]	619	60
110	[4451]	619	60
111	[2474]	619	60
112	[610]	619	60
113	[346]	619	60
114	[359]	619	60
115	[1640]	619	60
116	[3314]	618	60
117	[2194]	617	60
118	[41]	616	60
119	[1538]	615	60
120	[2502]	615	60
121	[1885]	614	60
122	[3284]	614	60
123	[5813]	613	60
124	[2522]	613	60
125	[1023]	610	59
126	[3663]	609	59
127	[2637]	608	59
128	[4613]	608	59
129	[20]	608	59
130	[2471]	606	59
131	[193]	606	59
132	[48]	606	59
133	[3044]	604	58
134	[70]	602	58
135	[2485]	600	58
136	[176]	600	58
137	[5448]	599	58
138	[503]	599	58
139	[3478]	599	58
140	[4391]	599	58
141	[122]	598	58
142	[5499]	597	57
143	[229]	596	57
144	[135]	596	57
145	[333]	596	57
146	[4103]	596	57
147	[3309]	595	57
148	[1058]	594	57
149	[2035]	593	57
150	[1011]	591	57
151	[3419]	590	56
152	[303]	590	56
153	[5114]	589	56
154	[2054]	589	56
155	[1747]	589	56
156	[686]	588	56
157	[3360]	587	56
158	[573]	586	56
159	[177]	586	56
160	[548]	586	56
161	[1768]	585	56
162	[1662]	585	56
163	[3042]	584	56
164	[172]	584	56
165	[869]	582	55
166	[1137]	582	55
167	[5663]	581	55
168	[231]	580	55
169	[2046]	579	55
170	[5254]	578	55
171	[2438]	578	55
172	[2067]	578	55
173	[1625]	577	55
174	[126]	577	55
175	[1099]	576	55
176	[1684]	576	55
177	[329]	575	54
178	[2771]	575	54
179	[5437]	575	54
180	[78]	574	54
181	[4256]	573	54
182	[228]	573	54
183	[1262]	570	54
184	[4253]	570	54
185	[2439]	570	54
186	[3352]	567	53
187	[1775]	567	53
188	[1712]	567	53
189	[2383]	566	53
190	[1143]	566	53
191	[1983]	566	53
192	[3574]	566	53
193	[3166]	566	53
194	[4276]	565	53
195	[2783]	564	53
196	[1987]	564	53
197	[461]	564	53
198	[1477]	564	53
199	[1540]	563	53
200	[245]	563	53
201	[3534]	562	53
202	[858]	562	53
203	[2655]	561	53
204	[120]	561	53
205	[5326]	560	52
206	[180]	560	52
207	[2393]	560	52
208	[2415]	559	52
209	[207]	558	52
210	[3970]	558	52
211	[2147]	557	52
212	[4469]	557	52
213	[1676]	557	52
214	[1124]	556	52
215	[74]	556	52
216	[5166]	556	52
217	[4362]	556	52
218	[4085]	555	52
219	[1710]	555	52
220	[3536]	555	52
