last update: Sun May 01 2016 00:38:58 GMT+0800 (HKT)

order	team	score	std
0	[67]	911	100
1	[1718]	883	96
2	[195]	866	94
3	[1678]	862	93
4	[2056]	858	93
5	[694]	852	92
6	[1519]	851	92
7	[148]	850	92
8	[1690]	840	90
9	[2122]	840	90
10	[2590]	828	89
11	[217]	827	89
12	[341]	825	88
13	[2052]	820	88
14	[230]	806	86
15	[364]	799	85
16	[1918]	794	84
17	[3683]	789	83
18	[133]	789	83
19	[4678]	782	82
20	[3546]	778	82
21	[5895]	774	81
22	[3476]	773	81
23	[5172]	772	81
24	[3641]	763	80
25	[3130]	759	79
26	[4334]	755	79
27	[5406]	747	78
28	[1024]	744	77
29	[1501]	739	77
30	[971]	739	77
31	[1425]	733	76
32	[2823]	730	75
33	[3538]	730	75
34	[876]	730	75
35	[294]	728	75
36	[225]	727	75
37	[1806]	727	75
38	[2481]	721	74
39	[2451]	721	74
40	[379]	717	74
41	[1323]	716	74
42	[166]	715	73
43	[5460]	714	73
44	[1731]	714	73
45	[33]	714	73
46	[987]	713	73
47	[4564]	712	73
48	[3005]	712	73
49	[910]	710	73
50	[365]	708	72
51	[3339]	708	72
52	[1986]	706	72
53	[2557]	703	72
54	[1756]	702	72
55	[254]	701	72
56	[3620]	700	71
57	[3539]	699	71
58	[558]	699	71
59	[2834]	699	71
60	[27]	696	71
61	[868]	696	71
62	[118]	695	71
63	[2137]	692	70
64	[525]	692	70
65	[4003]	687	70
66	[2013]	685	69
67	[179]	684	69
68	[494]	681	69
69	[708]	679	69
70	[25]	677	68
71	[330]	676	68
72	[1619]	676	68
73	[1305]	675	68
74	[16]	673	68
75	[5050]	670	67
76	[1261]	669	67
77	[1241]	668	67
78	[193]	668	67
79	[85]	664	66
80	[1197]	662	66
81	[3618]	661	66
82	[3357]	660	66
83	[3015]	656	65
84	[5150]	654	65
85	[1257]	651	65
86	[4001]	649	64
87	[3481]	649	64
88	[233]	648	64
89	[4028]	647	64
90	[125]	643	64
91	[4561]	643	64
92	[5803]	642	64
93	[639]	638	63
94	[2767]	636	63
95	[360]	634	62
96	[2648]	634	62
97	[175]	634	62
98	[4587]	632	62
99	[842]	631	62
100	[1089]	628	62
101	[3238]	628	62
102	[1114]	628	62
103	[120]	625	61
104	[973]	625	61
105	[4967]	625	61
106	[5546]	623	61
107	[2614]	623	61
108	[3990]	622	61
109	[4488]	622	61
110	[1736]	621	61
111	[1418]	620	61
112	[1640]	619	60
113	[3937]	619	60
114	[4451]	619	60
115	[2474]	619	60
116	[346]	619	60
117	[610]	619	60
118	[359]	619	60
119	[3314]	618	60
120	[2194]	617	60
121	[3360]	617	60
122	[41]	616	60
123	[1538]	615	60
124	[2502]	615	60
125	[1885]	614	60
126	[3284]	614	60
127	[5813]	613	60
128	[2522]	613	60
