last update: Sun May 01 2016 01:24:48 GMT+0800 (HKT)

order	team	score	std
0	[67]	929	100
1	[195]	902	96
2	[1718]	883	94
3	[2056]	870	92
4	[1678]	862	91
5	[694]	852	90
6	[1690]	852	90
7	[1519]	851	90
8	[148]	850	90
9	[133]	849	89
10	[2122]	846	89
11	[2834]	834	87
12	[2052]	834	87
13	[2590]	828	87
14	[217]	827	86
15	[971]	808	84
16	[230]	806	84
17	[254]	806	84
18	[364]	799	83
19	[1918]	794	82
20	[341]	789	81
21	[3683]	786	81
22	[1241]	785	81
23	[4678]	782	81
24	[3546]	778	80
25	[3476]	773	79
26	[5172]	772	79
27	[3641]	763	78
28	[1501]	759	77
29	[3130]	759	77
30	[4334]	755	77
31	[987]	749	76
32	[5406]	747	76
33	[1024]	744	75
34	[3538]	744	75
35	[1425]	733	74
36	[2823]	730	74
37	[876]	730	74
38	[294]	728	73
39	[225]	727	73
40	[1806]	727	73
41	[1986]	726	73
42	[5895]	723	73
43	[2481]	721	72
44	[2451]	721	72
45	[379]	717	72
46	[1323]	716	72
47	[166]	715	72
48	[1731]	714	72
49	[5460]	714	72
50	[33]	714	72
51	[3005]	712	71
52	[4564]	712	71
53	[910]	710	71
54	[3339]	708	71
55	[3015]	708	71
56	[365]	708	71
57	[2557]	703	70
58	[1756]	702	70
59	[3620]	700	70
60	[3539]	699	70
61	[1197]	698	69
62	[27]	696	69
63	[868]	696	69
64	[118]	695	69
65	[525]	692	69
66	[2137]	692	69
67	[5050]	690	68
68	[4003]	687	68
69	[2013]	685	68
70	[179]	684	68
71	[708]	679	67
72	[25]	677	67
73	[1619]	676	66
74	[330]	676	66
75	[16]	673	66
76	[1305]	672	66
77	[1261]	669	66
78	[193]	668	65
79	[85]	664	65
80	[3618]	661	65
81	[3357]	660	64
82	[5150]	654	64
83	[1257]	651	63
84	[3481]	649	63
85	[4001]	649	63
86	[233]	648	63
87	[4028]	647	63
88	[4561]	643	62
89	[125]	643	62
90	[5803]	642	62
91	[639]	638	61
92	[2767]	636	61
93	[175]	634	61
94	[2648]	634	61
95	[360]	634	61
96	[4587]	632	61
97	[842]	631	61
98	[1114]	628	60
99	[3238]	628	60
100	[1089]	628	60
101	[973]	625	60
102	[120]	625	60
103	[4967]	625	60
104	[2614]	623	59
105	[5546]	623	59
106	[3990]	622	59
107	[4488]	622	59
108	[1736]	621	59
109	[1418]	620	59
110	[4451]	619	59
111	[2474]	619	59
112	[610]	619	59
113	[1640]	619	59
114	[346]	619	59
115	[359]	619	59
116	[3937]	619	59
117	[3314]	618	59
118	[2194]	617	59
119	[3360]	617	59
120	[41]	616	59
121	[1538]	615	58
122	[3284]	614	58
123	[1885]	614	58
124	[5813]	613	58
125	[2522]	613	58
126	[1023]	610	58
127	[3663]	609	58
128	[2637]	608	57
129	[4613]	608	57
130	[20]	608	57
131	[2471]	606	57
132	[2383]	606	57
133	[48]	606	57
134	[3044]	604	57
135	[70]	602	57
136	[176]	600	56
137	[2485]	600	56
138	[5448]	599	56
139	[4391]	599	56
140	[3478]	599	56
141	[503]	599	56
142	[122]	598	56
143	[5499]	597	56
144	[333]	596	56
145	[229]	596	56
146	[135]	596	56
147	[4103]	596	56
148	[3309]	595	56
149	[1058]	594	56
150	[2035]	593	55
151	[1011]	591	55
152	[303]	590	55
153	[3419]	590	55
154	[2054]	589	55
155	[5114]	589	55
156	[1747]	589	55
157	[558]	589	55
158	[686]	588	55
159	[177]	586	55
160	[573]	586	55
161	[548]	586	55
162	[1662]	585	54
163	[1768]	585	54
164	[172]	584	54
165	[3042]	584	54
166	[869]	582	54
167	[1137]	582	54
168	[1405]	582	54
169	[5663]	581	54
170	[231]	580	54
171	[4061]	579	54
172	[2046]	579	54
173	[2438]	578	54
174	[5254]	578	54
175	[2067]	578	54
176	[126]	577	53
177	[1625]	577	53
178	[1684]	576	53
179	[1099]	576	53
180	[329]	575	53
181	[5437]	575	53
182	[2771]	575	53
183	[494]	574	53
184	[78]	574	53
185	[4256]	573	53
186	[228]	573	53
187	[2439]	570	52
188	[4253]	570	52
189	[1262]	570	52
190	[3352]	567	52
191	[1775]	567	52
192	[1712]	567	52
193	[1983]	566	52
194	[3574]	566	52
195	[3166]	566	52
196	[1143]	566	52
197	[4276]	565	52
198	[461]	564	52
199	[1987]	564	52
200	[1477]	564	52
201	[2783]	564	52
202	[245]	563	52
203	[1540]	563	52
204	[858]	562	51
205	[3534]	562	51
206	[2655]	561	51
207	[5326]	560	51
208	[2393]	560	51
209	[180]	560	51
210	[2415]	559	51
211	[207]	558	51
212	[3970]	558	51
213	[1676]	557	51
214	[4469]	557	51
215	[2147]	557	51
216	[1124]	556	51
217	[5166]	556	51
218	[74]	556	51
219	[4362]	556	51
220	[45]	555	50
221	[1710]	555	50
222	[3536]	555	50
223	[4085]	555	50
224	[4242]	555	50
225	[3847]	554	50
226	[3245]	553	50
227	[2403]	553	50
228	[3824]	552	50
229	[321]	552	50
230	[1481]	551	50
231	[5618]	551	50
232	[2881]	550	50
