last update: Sun May 01 2016 00:03:09 GMT+0800 (HKT)

order	team	score	std
0	[973]	1015	100
1	[254]	911	88
2	[1718]	883	84
3	[195]	866	82
4	[694]	852	81
5	[1519]	851	80
6	[1241]	848	80
7	[2122]	840	79
8	[2056]	836	79
9	[2590]	828	78
10	[1690]	826	78
11	[1678]	822	77
12	[148]	820	77
13	[2052]	816	76
14	[230]	796	74
15	[1918]	794	74
16	[708]	790	73
17	[330]	782	72
18	[3641]	781	72
19	[217]	781	72
20	[3546]	778	72
21	[133]	773	71
22	[5172]	772	71
23	[3683]	768	71
24	[2481]	766	70
25	[5406]	762	70
26	[4334]	755	69
27	[341]	753	69
28	[364]	751	69
29	[4678]	746	68
30	[67]	743	68
31	[610]	742	68
32	[5895]	738	67
33	[1425]	733	66
34	[2823]	730	66
35	[3476]	729	66
36	[294]	728	66
37	[225]	727	66
38	[1501]	727	66
39	[3538]	724	65
40	[379]	717	65
41	[4564]	715	64
42	[166]	715	64
43	[5460]	714	64
44	[1731]	714	64
45	[987]	713	64
46	[971]	713	64
47	[1024]	710	64
48	[365]	708	63
49	[3339]	708	63
50	[3620]	700	63
51	[910]	700	63
52	[33]	700	63
53	[868]	696	62
54	[27]	696	62
55	[876]	696	62
56	[118]	695	62
57	[1986]	694	62
58	[525]	692	62
59	[2137]	692	62
60	[1323]	690	61
61	[1806]	688	61
62	[2834]	687	61
63	[2013]	685	61
64	[179]	684	61
65	[1619]	682	60
66	[3005]	680	60
67	[558]	679	60
68	[3539]	678	60
69	[25]	677	60
70	[2557]	677	60
71	[16]	673	59
72	[639]	670	59
73	[4003]	669	59
74	[1261]	669	59
75	[1756]	666	59
76	[85]	664	58
77	[1305]	663	58
78	[1197]	662	58
79	[3618]	661	58
80	[3357]	660	58
81	[5050]	658	58
82	[494]	657	57
83	[3015]	656	57
84	[120]	654	57
85	[5150]	654	57
86	[3481]	649	56
87	[1257]	649	56
88	[4001]	649	56
89	[4028]	647	56
90	[2451]	643	56
91	[125]	643	56
92	[4561]	643	56
93	[5803]	642	56
94	[2767]	636	55
95	[175]	634	55
96	[360]	634	55
97	[4587]	632	54
98	[842]	631	54
99	[1114]	628	54
100	[3238]	628	54
101	[1089]	628	54
102	[3130]	627	54
103	[4967]	625	54
104	[5546]	623	53
105	[2614]	623	53
106	[3990]	622	53
107	[4488]	622	53
108	[1736]	621	53
109	[1418]	620	53
110	[346]	619	53
111	[3937]	619	53
112	[359]	619	53
113	[2474]	619	53
114	[4451]	619	53
115	[1640]	619	53
116	[3314]	618	53
117	[319]	617	53
118	[2194]	617	53
119	[41]	616	53
120	[1538]	615	52
121	[1885]	614	52
122	[3284]	614	52
123	[2648]	614	52
124	[5813]	613	52
125	[2522]	613	52
126	[1023]	610	52
127	[3663]	609	52
128	[4613]	608	52
129	[20]	608	52
130	[2637]	608	52
131	[2471]	606	51
132	[193]	606	51
133	[48]	606	51
134	[3044]	604	51
135	[70]	602	51
136	[233]	600	51
137	[176]	600	51
138	[2485]	600	51
139	[503]	599	51
140	[2502]	599	51
141	[3478]	599	51
142	[5448]	599	51
143	[4391]	599	51
144	[122]	598	50
145	[5499]	597	50
146	[135]	596	50
147	[229]	596	50
148	[4103]	596	50
149	[333]	596	50
150	[3309]	595	50
151	[1058]	594	50
152	[2035]	593	50
153	[1011]	591	50
154	[303]	590	49
155	[2054]	589	49
156	[1747]	589	49
157	[5114]	589	49
158	[686]	588	49
159	[3360]	587	49
160	[573]	586	49
161	[548]	586	49
162	[177]	586	49
163	[1768]	585	49
164	[3042]	584	49
165	[180]	584	49
166	[172]	584	49
167	[869]	582	49
168	[1137]	582	49
169	[5663]	581	48
170	[231]	580	48
171	[2046]	579	48
172	[2067]	578	48
173	[5254]	578	48
174	[2438]	578	48
175	[1625]	577	48
176	[126]	577	48
177	[1684]	576	48
178	[1099]	576	48
179	[2771]	575	48
180	[329]	575	48
181	[5437]	575	48
182	[78]	574	48
183	[4256]	573	47
184	[228]	573	47
185	[3166]	572	47
186	[4253]	570	47
187	[2439]	570	47
188	[1262]	570	47
189	[3419]	570	47
190	[3352]	567	47
191	[1712]	567	47
192	[1775]	567	47
193	[2383]	566	47
194	[3574]	566	47
195	[1983]	566	47
196	[1143]	566	47
197	[1662]	565	46
198	[4276]	565	46
199	[2783]	564	46
200	[1987]	564	46
201	[1477]	564	46
202	[461]	564	46
203	[245]	563	46
204	[1540]	563	46
205	[858]	562	46
206	[3534]	562	46
207	[2655]	561	46
208	[5326]	560	46
209	[2393]	560	46
210	[2415]	559	46
211	[207]	558	46
212	[3970]	558	46
213	[1676]	557	46
214	[2147]	557	46
215	[4469]	557	46
216	[5166]	556	45
217	[4362]	556	45
218	[1124]	556	45
219	[74]	556	45
220	[45]	555	45
221	[1710]	555	45
222	[3536]	555	45
223	[4242]	555	45
224	[4085]	555	45
225	[3847]	554	45
226	[2403]	553	45
227	[3245]	553	45
228	[3824]	552	45
229	[321]	552	45
230	[5618]	551	45
231	[1481]	551	45
232	[2881]	550	45
233	[4122]	549	45
234	[2996]	548	44
235	[4264]	548	44
236	[5907]	548	44
237	[2586]	547	44
238	[2486]	546	44
239	[263]	546	44
240	[6153]	546	44
241	[57]	546	44
242	[5878]	545	44
243	[3310]	545	44
244	[834]	545	44
245	[904]	545	44
246	[4009]	545	44
247	[3504]	545	44
248	[3098]	545	44
249	[1391]	544	44
250	[295]	543	44
251	[870]	543	44
252	[1250]	543	44
253	[2175]	543	44
254	[272]	543	44
255	[3211]	543	44
256	[1675]	542	44
257	[1746]	541	44
258	[4468]	541	44
259	[1086]	541	44
260	[3932]	540	44
261	[5801]	539	43
262	[1306]	539	43
263	[4063]	538	43
264	[384]	538	43
265	[4384]	537	43
266	[4550]	537	43
267	[2883]	537	43
268	[4329]	537	43
269	[5048]	536	43
270	[5167]	536	43
271	[6098]	536	43
272	[5472]	536	43
273	[191]	535	43
274	[999]	535	43
275	[2974]	535	43
276	[6167]	535	43
277	[4241]	535	43
278	[2990]	535	43
279	[3452]	534	43
280	[5914]	532	43
281	[4131]	531	42
282	[5933]	531	42
283	[1796]	531	42
284	[2619]	531	42
285	[111]	530	42
286	[1153]	530	42
287	[6166]	530	42
288	[4499]	529	42
289	[3604]	529	42
290	[5832]	527	42
291	[2987]	527	42
292	[1533]	527	42
293	[1730]	527	42
294	[4060]	527	42
295	[123]	527	42
296	[4920]	527	42
297	[401]	526	42
298	[2081]	526	42
299	[1310]	526	42
300	[3234]	526	42
301	[4905]	526	42
302	[2445]	525	42
303	[6086]	525	42
304	[2468]	525	42
305	[5016]	525	42
306	[2337]	524	42
307	[6025]	524	42
308	[1065]	523	41
309	[2846]	523	41
310	[5199]	523	41
311	[4911]	521	41
312	[1836]	521	41
313	[5913]	520	41
314	[5518]	520	41
315	[5279]	519	41
316	[5818]	519	41
317	[4525]	518	41
318	[4180]	518	41
319	[3147]	518	41
320	[60]	518	41
321	[1318]	517	41
322	[4290]	517	41
323	[181]	516	41
324	[3770]	516	41
325	[5124]	516	41
326	[1258]	516	41
327	[2363]	516	41
328	[3688]	515	41
329	[1559]	515	41
330	[4183]	515	41
331	[3602]	515	41
332	[5980]	515	41
333	[5842]	515	41
334	[3128]	514	40
335	[5851]	514	40
336	[4377]	514	40
337	[6221]	514	40
338	[5030]	513	40
339	[4330]	513	40
340	[2733]	512	40
341	[423]	512	40
342	[4216]	512	40
343	[6035]	512	40
344	[107]	512	40
345	[5039]	511	40
346	[1296]	511	40
347	[5098]	510	40
348	[6144]	509	40
349	[1529]	508	40
350	[5712]	507	40
351	[5830]	507	40
352	[1511]	507	40
353	[4146]	507	40
354	[5624]	506	39
355	[5404]	506	39
356	[68]	505	39
357	[6171]	505	39
358	[1769]	505	39
359	[4010]	504	39
360	[287]	503	39
361	[5872]	503	39
362	[3637]	503	39
363	[1701]	503	39
364	[1126]	502	39
365	[5891]	501	39
366	[5505]	500	39
367	[2064]	500	39
368	[3039]	500	39
369	[2634]	500	39
370	[2168]	500	39
371	[2980]	500	39
372	[1648]	500	39
373	[5450]	500	39
374	[5439]	499	39
