last update: Sat Apr 30 2016 23:58:02 GMT+0800 (HKT)

order	team	score	std
0	[973]	1015	100
1	[1718]	883	84
2	[195]	866	82
3	[2451]	865	82
4	[254]	861	82
5	[1519]	851	80
6	[2122]	840	79
7	[2056]	836	79
8	[2590]	828	78
9	[694]	826	78
10	[1690]	826	78
11	[1678]	822	77
12	[148]	820	77
13	[2052]	816	76
14	[1241]	806	75
15	[1918]	794	74
16	[230]	788	73
17	[330]	782	72
18	[217]	781	72
19	[3546]	778	72
20	[133]	773	71
21	[5172]	772	71
22	[3683]	768	71
23	[2481]	766	70
24	[3620]	763	70
25	[179]	756	69
26	[4334]	755	69
27	[341]	753	69
28	[364]	751	69
29	[4678]	746	68
30	[67]	743	68
31	[610]	742	68
32	[5460]	738	67
33	[5895]	738	67
34	[1425]	733	66
35	[708]	732	66
36	[2823]	730	66
37	[3476]	729	66
38	[294]	728	66
39	[225]	727	66
40	[1501]	727	66
41	[3538]	724	65
42	[1806]	718	65
43	[166]	715	64
44	[4564]	715	64
45	[1731]	714	64
46	[987]	713	64
47	[971]	713	64
48	[1024]	710	64
49	[365]	708	63
50	[3641]	697	62
51	[3357]	696	62
52	[876]	696	62
53	[27]	696	62
54	[868]	696	62
55	[118]	695	62
56	[1986]	694	62
57	[2137]	692	62
58	[525]	692	62
59	[85]	691	61
60	[379]	685	61
61	[2013]	685	61
62	[33]	684	61
63	[1619]	682	60
64	[3005]	680	60
65	[558]	679	60
66	[3539]	678	60
67	[5406]	678	60
68	[25]	677	60
69	[2557]	677	60
70	[1323]	674	59
71	[16]	673	59
72	[910]	672	59
73	[639]	670	59
74	[1261]	669	59
75	[4003]	669	59
76	[3339]	668	59
77	[1305]	663	58
78	[1197]	662	58
79	[3937]	661	58
80	[3618]	661	58
81	[2834]	659	58
82	[5050]	658	58
83	[494]	657	57
84	[3015]	656	57
85	[5150]	654	57
86	[120]	654	57
87	[4001]	649	56
88	[3481]	649	56
89	[1257]	649	56
90	[4028]	647	56
91	[125]	643	56
92	[4561]	643	56
93	[5803]	642	56
94	[2767]	636	55
95	[360]	634	55
96	[175]	634	55
97	[4587]	632	54
98	[842]	631	54
99	[1114]	628	54
100	[3238]	628	54
101	[1089]	628	54
102	[3130]	627	54
103	[4967]	625	54
104	[5546]	623	53
105	[2614]	623	53
106	[3990]	622	53
107	[1756]	622	53
108	[4488]	622	53
109	[1736]	621	53
110	[1418]	620	53
111	[359]	619	53
112	[2474]	619	53
113	[1640]	619	53
114	[346]	619	53
115	[4451]	619	53
116	[3314]	618	53
117	[2194]	617	53
118	[319]	617	53
119	[41]	616	53
120	[1538]	615	52
121	[2648]	614	52
122	[1885]	614	52
123	[3284]	614	52
124	[5813]	613	52
125	[2522]	613	52
126	[1023]	610	52
127	[3663]	609	52
128	[2637]	608	52
129	[20]	608	52
130	[4613]	608	52
131	[48]	606	51
132	[2471]	606	51
133	[3044]	604	51
134	[70]	602	51
135	[2485]	600	51
136	[233]	600	51
137	[176]	600	51
138	[5448]	599	51
139	[503]	599	51
140	[2502]	599	51
141	[4391]	599	51
142	[3478]	599	51
143	[122]	598	50
144	[5499]	597	50
145	[333]	596	50
146	[4103]	596	50
147	[229]	596	50
148	[135]	596	50
149	[3309]	595	50
150	[1058]	594	50
151	[2035]	593	50
152	[1011]	591	50
153	[303]	590	49
154	[2054]	589	49
155	[5114]	589	49
156	[1747]	589	49
157	[686]	588	49
158	[3360]	587	49
159	[177]	586	49
160	[548]	586	49
161	[573]	586	49
162	[1768]	585	49
163	[172]	584	49
164	[180]	584	49
165	[3042]	584	49
166	[1137]	582	49
167	[869]	582	49
168	[5663]	581	48
169	[231]	580	48
170	[2046]	579	48
171	[2438]	578	48
172	[5254]	578	48
173	[2067]	578	48
174	[126]	577	48
175	[1625]	577	48
176	[1684]	576	48
177	[1099]	576	48
178	[329]	575	48
179	[2771]	575	48
180	[5437]	575	48
181	[78]	574	48
182	[228]	573	47
183	[4256]	573	47
184	[3166]	572	47
185	[2439]	570	47
186	[1262]	570	47
187	[3419]	570	47
188	[4253]	570	47
189	[3352]	567	47
190	[1712]	567	47
191	[3574]	566	47
192	[2383]	566	47
193	[1143]	566	47
194	[1983]	566	47
195	[1662]	565	46
196	[4276]	565	46
197	[2783]	564	46
198	[1477]	564	46
199	[1987]	564	46
200	[193]	564	46
201	[461]	564	46
202	[245]	563	46
203	[1540]	563	46
204	[3534]	562	46
205	[858]	562	46
206	[2655]	561	46
207	[5326]	560	46
208	[2393]	560	46
209	[2415]	559	46
210	[3970]	558	46
211	[207]	558	46
212	[4469]	557	46
213	[1676]	557	46
214	[2147]	557	46
215	[5166]	556	45
216	[1124]	556	45
217	[74]	556	45
218	[4362]	556	45
219	[1710]	555	45
220	[45]	555	45
221	[4085]	555	45
222	[4242]	555	45
223	[3536]	555	45
224	[3847]	554	45
225	[2403]	553	45
226	[3245]	553	45
227	[321]	552	45
228	[3824]	552	45
229	[5618]	551	45
230	[1481]	551	45
231	[2881]	550	45
232	[4122]	549	45
233	[4264]	548	44
234	[2996]	548	44
235	[5907]	548	44
236	[2586]	547	44
237	[263]	546	44
238	[57]	546	44
239	[6153]	546	44
240	[2486]	546	44
241	[3504]	545	44
242	[3098]	545	44
243	[834]	545	44
244	[4009]	545	44
245	[3310]	545	44
246	[5878]	545	44
247	[904]	545	44
248	[1391]	544	44
249	[3211]	543	44
250	[295]	543	44
251	[2175]	543	44
252	[272]	543	44
253	[870]	543	44
254	[1250]	543	44
255	[1675]	542	44
256	[1086]	541	44
257	[4468]	541	44
258	[1746]	541	44
259	[3932]	540	44
260	[1306]	539	43
261	[5801]	539	43
262	[4063]	538	43
263	[384]	538	43
264	[4329]	537	43
265	[2883]	537	43
266	[4384]	537	43
267	[4550]	537	43
268	[5048]	536	43
269	[5472]	536	43
270	[5167]	536	43
271	[6098]	536	43
272	[6167]	535	43
273	[2990]	535	43
274	[2974]	535	43
275	[999]	535	43
276	[191]	535	43
277	[4241]	535	43
278	[3452]	534	43
279	[5914]	532	43
280	[2619]	531	42
281	[1796]	531	42
282	[5933]	531	42
283	[4131]	531	42
284	[1153]	530	42
285	[6166]	530	42
286	[111]	530	42
287	[3604]	529	42
288	[4499]	529	42
289	[1533]	527	42
290	[1730]	527	42
291	[2987]	527	42
292	[4920]	527	42
